remediation_id,vulnerability_id,asset_id,recommended_action,action_category,estimated_cost,implementation_time_days,expected_risk_reduction,expected_loss_reduction,priority,required_control,dependency,recommended_deadline,status
REM-026507,VULN-004078,AST-06076,Enable backup,Resilience,41990,4,57.5,536194,Low,CTRL-0319,None,2026-09-22,Pending
REM-026508,VULN-014803,AST-01487,Enable backup,Resilience,55186,4,53.4,306252,Medium,CTRL-0366,Requires change approval,2026-09-11,In Progress
REM-026509,VULN-017006,AST-04474,Patch vulnerability,Patching,21980,5,42.2,149695,Medium,CTRL-0036,Requires change approval,2026-09-13,Pending
REM-026510,VULN-021985,AST-07949,Increase monitoring,Monitoring,65161,5,20.7,853049,Low,CTRL-0364,Requires change approval,2026-09-11,Completed
REM-026511,VULN-015358,AST-05559,Apply least privilege,Identity,38725,8,36.7,358111,High,CTRL-0236,Requires downtime window,2026-09-26,In Progress
REM-026512,VULN-015998,AST-00612,Apply least privilege,Identity,26818,17,25.7,202665,Low,CTRL-0104,Requires budget approval,2026-09-24,Overdue
REM-026513,VULN-008267,AST-04377,Encrypt database,Data Protection,76111,11,25.2,543476,Medium,CTRL-0176,Requires change approval,2026-09-28,Pending
REM-026514,VULN-005013,AST-04658,Deploy EDR,Endpoint,73240,11,49.6,849025,Low,CTRL-0303,None,2026-09-18,Pending
REM-026515,VULN-027590,AST-03258,Deploy EDR,Endpoint,65862,22,44.1,835187,High,CTRL-0248,Requires vendor coordination,2026-10-07,Pending
REM-026516,VULN-012597,AST-02026,Upgrade firewall,Network,192863,29,35.7,1667234,High,CTRL-0124,Requires budget approval,2026-10-10,Pending
REM-026517,VULN-018173,AST-01786,Network segmentation,Network,191621,31,32.8,1592964,Medium,CTRL-0004,Requires downtime window,2026-10-19,Pending
REM-026518,VULN-014823,AST-03455,Upgrade firewall,Network,199362,26,30.9,1428618,High,CTRL-0359,None,2026-10-12,Pending
REM-026519,VULN-026293,AST-02893,Upgrade firewall,Network,233328,28,25.0,1977624,Critical,CTRL-0069,None,2026-10-03,Completed
REM-026520,VULN-021718,AST-00768,Enable backup,Resilience,36600,10,53.3,364941,High,CTRL-0040,Requires downtime window,2026-09-22,Pending
REM-026521,VULN-008072,AST-05030,Enable MFA,Identity,14374,5,37.7,204370,Low,CTRL-0365,Requires budget approval,2026-09-22,Completed
REM-026522,VULN-029146,AST-01680,Enable backup,Resilience,43035,15,40.7,288343,Critical,CTRL-0378,Requires vendor coordination,2026-09-20,Pending
REM-026523,VULN-024800,AST-03241,Fix cloud configuration,Cloud,8285,2,32.4,29659,Low,CTRL-0012,Requires change approval,2026-09-19,Overdue
REM-026524,VULN-020632,AST-06829,Increase monitoring,Monitoring,56437,15,17.3,687537,Low,CTRL-0219,None,2026-09-24,Overdue
REM-026525,VULN-001274,AST-00609,Deploy EDR,Endpoint,102431,19,42.9,534299,Critical,CTRL-0228,Requires change approval,2026-10-06,Pending
REM-026526,VULN-017642,AST-02443,Deploy EDR,Endpoint,94805,13,49.2,324011,Low,CTRL-0144,Requires vendor coordination,2026-09-25,Completed
REM-026527,VULN-011608,AST-08870,Encrypt database,Data Protection,45633,18,28.9,584613,Low,CTRL-0037,Requires downtime window,2026-09-30,In Progress
REM-026528,VULN-025023,AST-02347,Disable account,Identity,2269,9,18.3,21203,Low,CTRL-0177,Requires budget approval,2026-09-16,In Progress
REM-026529,VULN-017084,AST-03520,Apply least privilege,Identity,42151,12,26.6,360903,Medium,CTRL-0109,Requires downtime window,2026-09-25,Overdue
REM-026530,VULN-013383,AST-01507,Fix cloud configuration,Cloud,13959,3,35.2,71336,Low,CTRL-0350,Requires change approval,2026-09-12,Completed
REM-026531,VULN-000477,AST-06739,Deploy EDR,Endpoint,86277,22,35.8,1054636,Medium,CTRL-0353,Requires downtime window,2026-10-02,Completed
REM-026532,VULN-010160,AST-06229,Disable account,Identity,1657,1,14.8,11408,High,CTRL-0363,Requires vendor coordination,2026-09-14,Pending
REM-026533,VULN-011529,AST-01205,Encrypt database,Data Protection,71512,14,24.0,535982,Critical,CTRL-0129,Requires change approval,2026-09-30,In Progress
REM-026534,VULN-003615,AST-08337,Fix cloud configuration,Cloud,12216,11,31.2,45192,High,CTRL-0303,Requires budget approval,2026-09-20,Pending
REM-026535,VULN-000249,AST-04254,Disable account,Identity,2835,7,15.4,24501,Medium,CTRL-0366,None,2026-09-16,Completed
REM-026536,VULN-006857,AST-04570,Enable MFA,Identity,17627,12,42.6,96076,Low,CTRL-0242,Requires budget approval,2026-09-18,In Progress
REM-026537,VULN-006332,AST-03037,Deploy EDR,Endpoint,88042,20,34.6,963264,High,CTRL-0140,Requires change approval,2026-10-03,Completed
REM-026538,VULN-013305,AST-09195,Enable MFA,Identity,17500,10,34.0,174549,High,CTRL-0371,None,2026-09-15,Pending
REM-026539,VULN-023936,AST-05846,Upgrade firewall,Network,246540,24,28.6,2130947,Medium,CTRL-0369,Requires budget approval,2026-10-03,Overdue
REM-026540,VULN-014885,AST-03704,Network segmentation,Network,218918,37,40.3,2353024,High,CTRL-0042,None,2026-10-18,Completed
REM-026541,VULN-006559,AST-00143,Increase monitoring,Monitoring,56484,9,20.4,745292,Medium,CTRL-0026,None,2026-09-25,Completed
REM-026542,VULN-014538,AST-01583,Enable MFA,Identity,25283,13,39.4,299696,High,CTRL-0013,Requires vendor coordination,2026-10-01,In Progress
REM-026543,VULN-025132,AST-01074,Enable MFA,Identity,21600,6,42.1,197307,Low,CTRL-0021,None,2026-09-12,In Progress
REM-026544,VULN-019673,AST-05924,Upgrade firewall,Network,266714,21,26.2,1687436,Critical,CTRL-0356,None,2026-10-08,Completed
REM-026545,VULN-027186,AST-09857,Apply least privilege,Identity,22878,16,25.9,118041,Medium,CTRL-0323,Requires budget approval,2026-10-01,Completed
REM-026546,VULN-021426,AST-00491,Fix cloud configuration,Cloud,7885,2,28.2,90012,High,CTRL-0163,Requires change approval,2026-09-17,Overdue
REM-026547,VULN-027558,AST-00904,Enable backup,Resilience,52861,8,40.8,459667,High,CTRL-0131,Requires change approval,2026-09-22,Pending
REM-026548,VULN-000544,AST-03010,Enable MFA,Identity,25258,16,29.7,230934,Low,CTRL-0118,Requires budget approval,2026-09-28,Completed
REM-026549,VULN-021713,AST-01303,Disable account,Identity,2534,11,21.8,17132,High,CTRL-0137,Requires budget approval,2026-09-19,Pending
REM-026550,VULN-026568,AST-05699,Patch vulnerability,Patching,20127,5,59.4,80704,Medium,CTRL-0072,Requires downtime window,2026-09-09,Completed
REM-026551,VULN-005321,AST-01618,Enable backup,Resilience,29968,14,56.2,198469,Medium,CTRL-0373,Requires change approval,2026-09-22,In Progress
REM-026552,VULN-004748,AST-02573,Fix cloud configuration,Cloud,8768,1,22.9,82929,High,CTRL-0003,None,2026-09-16,Completed
REM-026553,VULN-025704,AST-04590,Enable backup,Resilience,35864,4,45.5,110139,Medium,CTRL-0255,Requires budget approval,2026-09-08,Completed
REM-026554,VULN-023057,AST-04594,Network segmentation,Network,155231,34,36.5,518726,Medium,CTRL-0167,Requires change approval,2026-10-12,In Progress
REM-026555,VULN-001081,AST-05351,Encrypt database,Data Protection,80159,19,27.1,664276,Medium,CTRL-0282,Requires change approval,2026-09-26,Pending
REM-026556,VULN-000366,AST-00600,Fix cloud configuration,Cloud,7319,9,32.3,77466,Medium,CTRL-0083,Requires budget approval,2026-09-19,Completed
REM-026557,VULN-009920,AST-02218,Increase monitoring,Monitoring,62296,11,14.8,334935,High,CTRL-0030,None,2026-09-29,In Progress
REM-026558,VULN-003946,AST-05495,Enable MFA,Identity,25809,5,36.0,100266,High,CTRL-0116,Requires downtime window,2026-09-18,Completed
REM-026559,VULN-021287,AST-04845,Network segmentation,Network,170015,28,30.3,1291409,Low,CTRL-0347,Requires change approval,2026-10-05,In Progress
REM-026560,VULN-017082,AST-00931,Upgrade firewall,Network,279123,23,22.7,2538169,Low,CTRL-0271,Requires downtime window,2026-10-01,Pending
REM-026561,VULN-003729,AST-01728,Deploy EDR,Endpoint,78561,14,42.2,1174247,High,CTRL-0265,Requires vendor coordination,2026-09-21,Completed
REM-026562,VULN-013339,AST-01881,Disable account,Identity,1518,11,20.1,14678,High,CTRL-0174,None,2026-09-17,Pending
REM-026563,VULN-012332,AST-04500,Upgrade firewall,Network,238787,18,32.7,2384962,Low,CTRL-0063,Requires change approval,2026-09-29,In Progress
REM-026564,VULN-027692,AST-00426,Network segmentation,Network,108808,35,28.2,1403364,Medium,CTRL-0388,None,2026-10-15,Overdue
REM-026565,VULN-002898,AST-00877,Network segmentation,Network,221866,28,36.3,2237998,Low,CTRL-0173,Requires vendor coordination,2026-10-08,Completed
REM-026566,VULN-010801,AST-04904,Apply least privilege,Identity,43747,9,27.9,606412,High,CTRL-0036,None,2026-09-18,Completed
REM-026567,VULN-018639,AST-09880,Enable backup,Resilience,57779,13,42.9,511831,Medium,CTRL-0198,None,2026-09-27,In Progress
REM-026568,VULN-008232,AST-02489,Apply least privilege,Identity,21611,14,31.4,123667,High,CTRL-0371,Requires change approval,2026-09-19,In Progress
REM-026569,VULN-026380,AST-07393,Disable account,Identity,2734,5,21.8,25434,Medium,CTRL-0014,Requires downtime window,2026-09-10,Pending
REM-026570,VULN-023624,AST-01760,Fix cloud configuration,Cloud,8050,1,24.1,88287,Critical,CTRL-0270,Requires downtime window,2026-09-07,Completed
REM-026571,VULN-016272,AST-01937,Network segmentation,Network,124272,40,33.3,902882,Low,CTRL-0126,Requires downtime window,2026-10-22,Completed
REM-026572,VULN-014280,AST-02804,Patch vulnerability,Patching,18446,7,65.5,133847,High,CTRL-0028,None,2026-09-25,Completed
REM-026573,VULN-013646,AST-01789,Enable backup,Resilience,49003,7,48.8,441787,Medium,CTRL-0042,Requires change approval,2026-09-22,Completed
REM-026574,VULN-005030,AST-05720,Fix cloud configuration,Cloud,11009,1,28.2,145971,High,CTRL-0332,Requires change approval,2026-09-10,Pending
REM-026575,VULN-018361,AST-04802,Network segmentation,Network,213957,38,31.1,1033004,Low,CTRL-0006,None,2026-10-25,Pending
REM-026576,VULN-011252,AST-01854,Apply least privilege,Identity,40747,12,40.9,228048,High,CTRL-0028,Requires change approval,2026-09-27,Pending
REM-026577,VULN-004793,AST-04828,Network segmentation,Network,168271,31,33.8,859016,Low,CTRL-0189,Requires budget approval,2026-10-09,Pending
REM-026578,VULN-011558,AST-00902,Disable account,Identity,2801,7,23.2,14020,Low,CTRL-0333,Requires budget approval,2026-09-23,Completed
REM-026579,VULN-028647,AST-03871,Deploy EDR,Endpoint,83437,12,45.6,749339,High,CTRL-0317,None,2026-09-27,Pending
REM-026580,VULN-009297,AST-09977,Increase monitoring,Monitoring,72141,13,20.0,333614,Low,CTRL-0027,Requires downtime window,2026-09-24,Pending
REM-026581,VULN-001553,AST-04503,Fix cloud configuration,Cloud,8108,12,25.2,110758,High,CTRL-0282,None,2026-09-27,In Progress
REM-026582,VULN-007672,AST-05242,Enable backup,Resilience,37387,11,46.0,219633,Low,CTRL-0385,Requires vendor coordination,2026-09-19,Completed
REM-026583,VULN-001112,AST-03438,Encrypt database,Data Protection,45587,13,28.6,350472,High,CTRL-0008,Requires budget approval,2026-09-21,Completed
REM-026584,VULN-008308,AST-04275,Encrypt database,Data Protection,75194,7,29.9,299905,High,CTRL-0005,Requires downtime window,2026-09-20,Completed
REM-026585,VULN-010253,AST-04146,Enable MFA,Identity,20208,7,38.6,90837,High,CTRL-0189,None,2026-09-14,Completed
REM-026586,VULN-028390,AST-05186,Fix cloud configuration,Cloud,8450,8,26.4,101594,Low,CTRL-0008,Requires vendor coordination,2026-09-21,Completed
REM-026587,VULN-000725,AST-09793,Disable account,Identity,1765,8,23.9,14125,High,CTRL-0058,Requires downtime window,2026-09-19,Pending
REM-026588,VULN-013684,AST-00822,Network segmentation,Network,188752,35,38.2,2202948,Medium,CTRL-0065,None,2026-10-22,Pending
REM-026589,VULN-021308,AST-01805,Increase monitoring,Monitoring,57187,7,20.3,526931,Medium,CTRL-0105,Requires downtime window,2026-09-24,Pending
REM-026590,VULN-025022,AST-04381,Network segmentation,Network,210436,37,32.5,1404430,Low,CTRL-0344,Requires change approval,2026-10-21,Completed
REM-026591,VULN-015587,AST-07769,Deploy EDR,Endpoint,113526,21,52.0,1464433,Low,CTRL-0208,Requires budget approval,2026-10-01,Completed
REM-026592,VULN-021694,AST-01123,Upgrade firewall,Network,257571,30,25.0,1695725,High,CTRL-0062,Requires change approval,2026-10-09,Pending
REM-026593,VULN-025844,AST-00989,Disable account,Identity,2507,5,17.7,35130,Medium,CTRL-0339,Requires change approval,2026-09-15,Overdue
REM-026594,VULN-008938,AST-08746,Patch vulnerability,Patching,13820,2,48.3,178261,Critical,CTRL-0251,Requires change approval,2026-09-18,Completed
REM-026595,VULN-015991,AST-07217,Encrypt database,Data Protection,60617,14,28.0,277687,High,CTRL-0335,None,2026-09-26,Pending
REM-026596,VULN-029398,AST-02772,Enable MFA,Identity,20220,6,41.3,301111,Critical,CTRL-0012,Requires downtime window,2026-09-18,Pending
REM-026597,VULN-028082,AST-02634,Deploy EDR,Endpoint,60244,16,34.5,633704,Medium,CTRL-0214,Requires downtime window,2026-09-22,In Progress
REM-026598,VULN-029514,AST-08115,Disable account,Identity,2005,2,15.2,10483,High,CTRL-0379,Requires downtime window,2026-09-18,In Progress
REM-026599,VULN-016632,AST-04543,Deploy EDR,Endpoint,102907,24,38.9,470514,High,CTRL-0205,Requires budget approval,2026-10-01,In Progress
REM-026600,VULN-015396,AST-09265,Fix cloud configuration,Cloud,11569,1,27.7,83037,Medium,CTRL-0208,Requires change approval,2026-09-15,Overdue
REM-026601,VULN-001621,AST-01599,Encrypt database,Data Protection,79047,19,23.2,1046341,Medium,CTRL-0282,Requires change approval,2026-09-25,Pending
REM-026602,VULN-013552,AST-07207,Upgrade firewall,Network,225780,29,26.7,2117727,High,CTRL-0302,Requires budget approval,2026-10-03,Pending
REM-026603,VULN-012634,AST-07362,Disable account,Identity,2383,1,15.6,9127,High,CTRL-0390,Requires vendor coordination,2026-09-07,In Progress
REM-026604,VULN-002856,AST-00717,Fix cloud configuration,Cloud,10433,11,26.7,124142,High,CTRL-0006,Requires budget approval,2026-09-20,In Progress
REM-026605,VULN-021943,AST-00677,Enable MFA,Identity,21177,10,40.6,121174,Low,CTRL-0150,Requires downtime window,2026-09-16,Pending
REM-026606,VULN-023688,AST-01965,Enable backup,Resilience,48208,2,45.5,534479,Low,CTRL-0125,Requires vendor coordination,2026-09-12,Completed
REM-026607,VULN-029442,AST-07889,Increase monitoring,Monitoring,41688,14,20.6,267599,Critical,CTRL-0113,Requires change approval,2026-09-23,Pending
REM-026608,VULN-009213,AST-07774,Upgrade firewall,Network,205538,23,25.2,1749882,High,CTRL-0245,Requires change approval,2026-10-06,Pending
REM-026609,VULN-007986,AST-02076,Patch vulnerability,Patching,18082,12,55.6,70587,Critical,CTRL-0364,None,2026-09-25,Pending
REM-026610,VULN-011108,AST-05389,Enable backup,Resilience,43062,3,53.7,161759,High,CTRL-0133,Requires vendor coordination,2026-09-15,Completed
REM-026611,VULN-016143,AST-01517,Disable account,Identity,1651,7,19.6,7613,Medium,CTRL-0212,Requires budget approval,2026-09-12,Pending
REM-026612,VULN-017301,AST-05143,Upgrade firewall,Network,213615,22,33.4,935170,Critical,CTRL-0160,None,2026-10-10,Completed
REM-026613,VULN-001879,AST-08434,Upgrade firewall,Network,239822,19,25.6,3440500,High,CTRL-0021,Requires budget approval,2026-10-01,Pending
REM-026614,VULN-014400,AST-05064,Disable account,Identity,2263,11,22.7,17353,Low,CTRL-0328,None,2026-09-18,Pending
REM-026615,VULN-024751,AST-03911,Fix cloud configuration,Cloud,7673,1,27.2,42450,Low,CTRL-0102,None,2026-09-18,Pending
REM-026616,VULN-000934,AST-07132,Enable backup,Resilience,55802,8,46.3,284030,High,CTRL-0142,Requires change approval,2026-09-15,Completed
REM-026617,VULN-004579,AST-02802,Increase monitoring,Monitoring,51086,13,16.6,638446,Medium,CTRL-0072,Requires vendor coordination,2026-09-19,Completed
REM-026618,VULN-005646,AST-01848,Disable account,Identity,2538,8,15.2,9551,High,CTRL-0337,Requires vendor coordination,2026-09-13,Pending
REM-026619,VULN-020028,AST-09491,Network segmentation,Network,218852,28,32.4,1186452,Medium,CTRL-0227,Requires downtime window,2026-10-08,Completed
REM-026620,VULN-020750,AST-02155,Increase monitoring,Monitoring,68901,7,14.8,357875,Medium,CTRL-0177,Requires downtime window,2026-09-11,Completed
REM-026621,VULN-007702,AST-05343,Fix cloud configuration,Cloud,11490,8,22.9,131540,Low,CTRL-0199,Requires downtime window,2026-09-20,Pending
REM-026622,VULN-025416,AST-05138,Enable MFA,Identity,14733,16,31.8,125271,Critical,CTRL-0198,Requires downtime window,2026-09-27,Pending
REM-026623,VULN-012269,AST-02278,Increase monitoring,Monitoring,62823,7,22.7,642008,High,CTRL-0011,Requires budget approval,2026-09-19,Pending
REM-026624,VULN-029885,AST-00118,Encrypt database,Data Protection,56321,16,25.4,291613,Low,CTRL-0354,None,2026-09-26,Completed
REM-026625,VULN-022444,AST-09181,Encrypt database,Data Protection,78237,8,21.7,741125,Medium,CTRL-0372,None,2026-09-22,Completed
REM-026626,VULN-018797,AST-02714,Enable backup,Resilience,52584,11,41.1,386665,Low,CTRL-0200,Requires change approval,2026-09-23,Pending
REM-026627,VULN-025175,AST-02555,Upgrade firewall,Network,265183,30,27.6,3884740,Low,CTRL-0308,Requires change approval,2026-10-12,In Progress
REM-026628,VULN-026798,AST-04906,Disable account,Identity,1772,6,22.5,19356,Medium,CTRL-0002,Requires vendor coordination,2026-09-24,Completed
REM-026629,VULN-022656,AST-07136,Fix cloud configuration,Cloud,12066,3,21.2,155273,Low,CTRL-0389,None,2026-09-07,In Progress
REM-026630,VULN-004918,AST-05753,Fix cloud configuration,Cloud,7920,8,30.0,70223,Low,CTRL-0366,Requires change approval,2026-09-12,Completed
REM-026631,VULN-011808,AST-07991,Enable MFA,Identity,24386,4,37.6,137430,High,CTRL-0235,Requires change approval,2026-09-09,Pending
REM-026632,VULN-011256,AST-06046,Deploy EDR,Endpoint,86999,14,37.3,1194350,Medium,CTRL-0309,None,2026-09-20,Pending
REM-026633,VULN-007039,AST-06271,Deploy EDR,Endpoint,92605,14,32.4,1334897,Medium,CTRL-0266,Requires downtime window,2026-09-27,In Progress
REM-026634,VULN-029493,AST-02591,Upgrade firewall,Network,199865,22,30.6,729407,High,CTRL-0260,None,2026-10-04,In Progress
REM-026635,VULN-005573,AST-00437,Deploy EDR,Endpoint,119934,15,43.7,912343,High,CTRL-0202,Requires change approval,2026-09-24,Pending
REM-026636,VULN-018206,AST-09384,Fix cloud configuration,Cloud,11822,1,25.3,169110,Critical,CTRL-0064,Requires downtime window,2026-09-10,In Progress
REM-026637,VULN-009042,AST-03902,Fix cloud configuration,Cloud,11595,7,31.5,144730,Critical,CTRL-0275,Requires vendor coordination,2026-09-11,Pending
REM-026638,VULN-014655,AST-06379,Disable account,Identity,2814,7,22.8,39545,High,CTRL-0210,Requires vendor coordination,2026-09-18,Pending
REM-026639,VULN-009105,AST-08558,Enable backup,Resilience,33034,11,39.5,298683,Medium,CTRL-0140,Requires vendor coordination,2026-09-16,Pending
